Estado,Município,Sexo,Faixa Etária,Saldo
MA,Barra do Corda,Masculino,40 a 49,-2
MA,Barra do Corda,Masculino,50 a 64,-7
MA,Barra do Corda,Masculino,65 ou mais,0
MA,Barra do Corda,Masculino,Total,0
MA,Barra do Corda,Feminino,Até 17,5
MA,Barra do Corda,Feminino,18 a 24,46
MA,Barra do Corda,Feminino,25 a 29,12
MA,Barra do Corda,Feminino,30 a 39,-14
MA,Barra do Corda,Feminino,40 a 49,-12
MA,Barra do Corda,Feminino,50 a 64,-9
MA,Barra do Corda,Feminino,65 ou mais,-1
MA,Barra do Corda,Feminino,Total,27
MA,Barra do Corda,Total,Até 17,11
MA,Barra do Corda,Total,18 a 24,89
MA,Barra do Corda,Total,25 a 29,-18
MA,Barra do Corda,Total,30 a 39,-24
MA,Barra do Corda,Total,40 a 49,-14
MA,Barra do Corda,Total,50 a 64,-16
MA,Barra do Corda,Total,65 ou mais,-1
MA,Barra do Corda,Total,Total,27
MA,Barreirinhas,Masculino,Até 17,5
MA,Barreirinhas,Masculino,18 a 24,10
MA,Barreirinhas,Masculino,25 a 29,13
MA,Barreirinhas,Masculino,30 a 39,9
MA,Barreirinhas,Masculino,40 a 49,16
MA,Barreirinhas,Masculino,50 a 64,0
MA,Barreirinhas,Masculino,65 ou mais,1
MA,Barreirinhas,Masculino,Total,54
MA,Barreirinhas,Feminino,Até 17,2
MA,Barreirinhas,Feminino,18 a 24,8
MA,Barreirinhas,Feminino,25 a 29,3
MA,Barreirinhas,Feminino,30 a 39,-5
MA,Barreirinhas,Feminino,40 a 49,1
MA,Barreirinhas,Feminino,50 a 64,-2
MA,Barreirinhas,Feminino,65 ou mais,0
MA,Barreirinhas,Feminino,Total,7
MA,Barreirinhas,Total,Até 17,7
MA,Barreirinhas,Total,18 a 24,18
MA,Barreirinhas,Total,25 a 29,16
MA,Barreirinhas,Total,30 a 39,4
MA,Barreirinhas,Total,40 a 49,17
MA,Barreirinhas,Total,50 a 64,-2
MA,Barreirinhas,Total,65 ou mais,1
MA,Barreirinhas,Total,Total,61
MA,Belagua,Masculino,Até 17,0
MA,Belagua,Masculino,18 a 24,2
MA,Belagua,Masculino,25 a 29,3
MA,Belagua,Masculino,30 a 39,-4
MA,Belagua,Masculino,40 a 49,-3
MA,Belagua,Masculino,50 a 64,3
MA,Belagua,Masculino,65 ou mais,0
MA,Belagua,Masculino,Total,1
MA,Belagua,Feminino,Até 17,0
MA,Belagua,Feminino,18 a 24,0
MA,Belagua,Feminino,25 a 29,0
MA,Belagua,Feminino,30 a 39,-1
MA,Belagua,Feminino,40 a 49,-1
MA,Belagua,Feminino,50 a 64,0
MA,Belagua,Feminino,65 ou mais,0
MA,Belagua,Feminino,Total,-2
MA,Belagua,Total,Até 17,0
MA,Belagua,Total,18 a 24,2
MA,Belagua,Total,25 a 29,3
MA,Belagua,Total,30 a 39,-5
MA,Belagua,Total,40 a 49,-4
MA,Belagua,Total,50 a 64,3
MA,Belagua,Total,65 ou mais,0
MA,Belagua,Total,Total,-1
MA,Bela Vista do Maranhao,Masculino,Até 17,0
MA,Bela Vista do Maranhao,Masculino,18 a 24,14
MA,Bela Vista do Maranhao,Masculino,25 a 29,5
MA,Bela Vista do Maranhao,Masculino,30 a 39,10
MA,Bela Vista do Maranhao,Masculino,40 a 49,1
MA,Bela Vista do Maranhao,Masculino,50 a 64,-1
MA,Bela Vista do Maranhao,Masculino,65 ou mais,0
MA,Bela Vista do Maranhao,Masculino,Total,29
MA,Bela Vista do Maranhao,Feminino,Até 17,1
MA,Bela Vista do Maranhao,Feminino,18 a 24,2
MA,Bela Vista do Maranhao,Feminino,25 a 29,1
MA,Bela Vista do Maranhao,Feminino,30 a 39,-1
MA,Bela Vista do Maranhao,Feminino,40 a 49,1
MA,Bela Vista do Maranhao,Feminino,50 a 64,0
MA,Bela Vista do Maranhao,Feminino,65 ou mais,0
MA,Bela Vista do Maranhao,Feminino,Total,4
MA,Bela Vista do Maranhao,Total,Até 17,1
MA,Bela Vista do Maranhao,Total,18 a 24,16
MA,Bela Vista do Maranhao,Total,25 a 29,6
MA,Bela Vista do Maranhao,Total,30 a 39,9
MA,Bela Vista do Maranhao,Total,40 a 49,2
MA,Bela Vista do Maranhao,Total,50 a 64,-1
MA,Bela Vista do Maranhao,Total,65 ou mais,0
MA,Bela Vista do Maranhao,Total,Total,33
MA,Benedito Leite,Masculino,Até 17,0
MA,Benedito Leite,Masculino,18 a 24,-2
MA,Benedito Leite,Masculino,25 a 29,-4
MA,Benedito Leite,Masculino,30 a 39,-6
MA,Benedito Leite,Masculino,40 a 49,-6
MA,Benedito Leite,Masculino,50 a 64,-3
MA,Benedito Leite,Masculino,65 ou mais,0
MA,Benedito Leite,Masculino,Total,-21
MA,Benedito Leite,Feminino,Até 17,0
MA,Benedito Leite,Feminino,18 a 24,1
MA,Benedito Leite,Feminino,25 a 29,-1
MA,Benedito Leite,Feminino,30 a 39,-1
MA,Benedito Leite,Feminino,40 a 49,-2
MA,Benedito Leite,Feminino,50 a 64,0
MA,Benedito Leite,Feminino,65 ou mais,0
MA,Benedito Leite,Feminino,Total,-3
MA,Benedito Leite,Total,Até 17,0
MA,Benedito Leite,Total,18 a 24,-1
MA,Benedito Leite,Total,25 a 29,-5
MA,Benedito Leite,Total,30 a 39,-7
MA,Benedito Leite,Total,40 a 49,-8
MA,Benedito Leite,Total,50 a 64,-3
MA,Benedito Leite,Total,65 ou mais,0
MA,Benedito Leite,Total,Total,-24
MA,Bequimao,Masculino,Até 17,0
MA,Bequimao,Masculino,18 a 24,1
MA,Bequimao,Masculino,25 a 29,2
MA,Bequimao,Masculino,30 a 39,-4
MA,Bequimao,Masculino,40 a 49,0
MA,Bequimao,Masculino,50 a 64,0
MA,Bequimao,Masculino,65 ou mais,0
MA,Bequimao,Masculino,Total,-1
MA,Bequimao,Feminino,Até 17,0
MA,Bequimao,Feminino,18 a 24,0
MA,Bequimao,Feminino,25 a 29,-1
MA,Bequimao,Feminino,30 a 39,-2
MA,Bequimao,Feminino,40 a 49,0
MA,Bequimao,Feminino,50 a 64,0
MA,Bequimao,Feminino,65 ou mais,0
MA,Bequimao,Feminino,Total,-3
MA,Bequimao,Total,Até 17,0
MA,Bequimao,Total,18 a 24,1
MA,Bequimao,Total,25 a 29,1
MA,Bequimao,Total,30 a 39,-6
MA,Bequimao,Total,40 a 49,0
MA,Bequimao,Total,50 a 64,0
MA,Bequimao,Total,65 ou mais,0
MA,Bequimao,Total,Total,-4
MA,Bernardo do Mearim,Masculino,Até 17,0
MA,Bernardo do Mearim,Masculino,18 a 24,3
MA,Bernardo do Mearim,Masculino,25 a 29,9
MA,Bernardo do Mearim,Masculino,30 a 39,2
MA,Bernardo do Mearim,Masculino,40 a 49,0
MA,Bernardo do Mearim,Masculino,50 a 64,-2
MA,Bernardo do Mearim,Masculino,65 ou mais,0
MA,Bernardo do Mearim,Masculino,Total,12
MA,Bernardo do Mearim,Feminino,Até 17,0
MA,Bernardo do Mearim,Feminino,18 a 24,0
MA,Bernardo do Mearim,Feminino,25 a 29,-1
MA,Bernardo do Mearim,Feminino,30 a 39,0
MA,Bernardo do Mearim,Feminino,40 a 49,-1
MA,Bernardo do Mearim,Feminino,50 a 64,0
MA,Bernardo do Mearim,Feminino,65 ou mais,0
MA,Bernardo do Mearim,Feminino,Total,-2
MA,Bernardo do Mearim,Total,Até 17,0
MA,Bernardo do Mearim,Total,18 a 24,3
MA,Bernardo do Mearim,Total,25 a 29,8
MA,Bernardo do Mearim,Total,30 a 39,2
MA,Bernardo do Mearim,Total,40 a 49,-1
MA,Bernardo do Mearim,Total,50 a 64,-2
MA,Bernardo do Mearim,Total,65 ou mais,0
MA,Bernardo do Mearim,Total,Total,10
MA,Boa Vista do Gurupi,Masculino,Até 17,0
MA,Boa Vista do Gurupi,Masculino,18 a 24,0
MA,Boa Vista do Gurupi,Masculino,25 a 29,-6
MA,Boa Vista do Gurupi,Masculino,30 a 39,-6
MA,Boa Vista do Gurupi,Masculino,40 a 49,-3
MA,Boa Vista do Gurupi,Masculino,50 a 64,-1
MA,Boa Vista do Gurupi,Masculino,65 ou mais,0
MA,Boa Vista do Gurupi,Masculino,Total,-16
MA,Boa Vista do Gurupi,Feminino,Até 17,0
MA,Boa Vista do Gurupi,Feminino,18 a 24,3
MA,Boa Vista do Gurupi,Feminino,25 a 29,0
MA,Boa Vista do Gurupi,Feminino,30 a 39,0
MA,Boa Vista do Gurupi,Feminino,40 a 49,0
MA,Boa Vista do Gurupi,Feminino,50 a 64,0
MA,Boa Vista do Gurupi,Feminino,65 ou mais,0
MA,Boa Vista do Gurupi,Feminino,Total,3
MA,Boa Vista do Gurupi,Total,Até 17,0
MA,Boa Vista do Gurupi,Total,18 a 24,3
MA,Boa Vista do Gurupi,Total,25 a 29,-6
MA,Boa Vista do Gurupi,Total,30 a 39,-6
MA,Boa Vista do Gurupi,Total,40 a 49,-3
MA,Boa Vista do Gurupi,Total,50 a 64,-1
MA,Boa Vista do Gurupi,Total,65 ou mais,0
MA,Boa Vista do Gurupi,Total,Total,-13
MA,Bom Jardim,Masculino,Até 17,0
MA,Bom Jardim,Masculino,18 a 24,4
MA,Bom Jardim,Masculino,25 a 29,13
MA,Bom Jardim,Masculino,30 a 39,10
MA,Bom Jardim,Masculino,40 a 49,1
MA,Bom Jardim,Masculino,50 a 64,2
MA,Bom Jardim,Masculino,65 ou mais,0
MA,Bom Jardim,Masculino,Total,30
MA,Bom Jardim,Feminino,Até 17,0
MA,Bom Jardim,Feminino,18 a 24,6
MA,Bom Jardim,Feminino,25 a 29,0
MA,Bom Jardim,Feminino,30 a 39,-4
MA,Bom Jardim,Feminino,40 a 49,-2
MA,Bom Jardim,Feminino,50 a 64,0
MA,Bom Jardim,Feminino,65 ou mais,0
MA,Bom Jardim,Feminino,Total,0
MA,Bom Jardim,Total,Até 17,0
MA,Bom Jardim,Total,18 a 24,10
MA,Bom Jardim,Total,25 a 29,13
MA,Bom Jardim,Total,30 a 39,6
MA,Bom Jardim,Total,40 a 49,-1
MA,Bom Jardim,Total,50 a 64,2
MA,Bom Jardim,Total,65 ou mais,0
MA,Bom Jardim,Total,Total,30
MA,Bom Jesus das Selvas,Masculino,Até 17,0
MA,Bom Jesus das Selvas,Masculino,18 a 24,2
MA,Bom Jesus das Selvas,Masculino,25 a 29,-7
MA,Bom Jesus das Selvas,Masculino,30 a 39,-2
MA,Bom Jesus das Selvas,Masculino,40 a 49,-9
MA,Bom Jesus das Selvas,Masculino,50 a 64,-5
MA,Bom Jesus das Selvas,Masculino,65 ou mais,-1
MA,Bom Jesus das Selvas,Masculino,Total,-22
MA,Bom Jesus das Selvas,Feminino,Até 17,0
MA,Bom Jesus das Selvas,Feminino,18 a 24,-4
MA,Bom Jesus das Selvas,Feminino,25 a 29,-3
MA,Bom Jesus das Selvas,Feminino,30 a 39,3
MA,Bom Jesus das Selvas,Feminino,40 a 49,5
MA,Bom Jesus das Selvas,Feminino,50 a 64,0
MA,Bom Jesus das Selvas,Feminino,65 ou mais,0
MA,Bom Jesus das Selvas,Feminino,Total,1
MA,Bom Jesus das Selvas,Total,Até 17,0
MA,Bom Jesus das Selvas,Total,18 a 24,-2
MA,Bom Jesus das Selvas,Total,25 a 29,-10
MA,Bom Jesus das Selvas,Total,30 a 39,1
MA,Bom Jesus das Selvas,Total,40 a 49,-4
MA,Bom Jesus das Selvas,Total,50 a 64,-5
MA,Bom Jesus das Selvas,Total,65 ou mais,-1
MA,Bom Jesus das Selvas,Total,Total,-21
MA,Bom Lugar,Masculino,Até 17,0
MA,Bom Lugar,Masculino,18 a 24,0
MA,Bom Lugar,Masculino,25 a 29,1
MA,Bom Lugar,Masculino,30 a 39,1
MA,Bom Lugar,Masculino,40 a 49,-1
MA,Bom Lugar,Masculino,50 a 64,-1
MA,Bom Lugar,Masculino,65 ou mais,0
MA,Bom Lugar,Masculino,Total,0
MA,Bom Lugar,Feminino,Até 17,0
MA,Bom Lugar,Feminino,18 a 24,2
MA,Bom Lugar,Feminino,25 a 29,-1
MA,Bom Lugar,Feminino,30 a 39,1
MA,Bom Lugar,Feminino,40 a 49,0
MA,Bom Lugar,Feminino,50 a 64,-1
MA,Bom Lugar,Feminino,65 ou mais,0
MA,Bom Lugar,Feminino,Total,1
MA,Bom Lugar,Total,Até 17,0
MA,Bom Lugar,Total,18 a 24,2
MA,Bom Lugar,Total,25 a 29,0
MA,Bom Lugar,Total,30 a 39,2
MA,Bom Lugar,Total,40 a 49,-1
MA,Bom Lugar,Total,50 a 64,-2
MA,Bom Lugar,Total,65 ou mais,0
MA,Bom Lugar,Total,Total,1
MA,Brejo,Masculino,Até 17,1
MA,Brejo,Masculino,18 a 24,3
MA,Brejo,Masculino,25 a 29,-4
MA,Brejo,Masculino,30 a 39,-2
MA,Brejo,Masculino,40 a 49,-3
MA,Brejo,Masculino,50 a 64,0
MA,Brejo,Masculino,65 ou mais,0
MA,Brejo,Masculino,Total,-5
MA,Brejo,Feminino,Até 17,0
MA,Brejo,Feminino,18 a 24,2
MA,Brejo,Feminino,25 a 29,3
MA,Brejo,Feminino,30 a 39,-2
MA,Brejo,Feminino,40 a 49,1
MA,Brejo,Feminino,50 a 64,0
MA,Brejo,Feminino,65 ou mais,0
MA,Brejo,Feminino,Total,4
MA,Brejo,Total,Até 17,1
MA,Brejo,Total,18 a 24,5
MA,Brejo,Total,25 a 29,-1
MA,Brejo,Total,30 a 39,-4
MA,Brejo,Total,40 a 49,-2
MA,Brejo,Total,50 a 64,0
MA,Brejo,Total,65 ou mais,0
MA,Brejo,Total,Total,-1
MA,Brejo de Areia,Masculino,Até 17,0
MA,Brejo de Areia,Masculino,18 a 24,0
MA,Brejo de Areia,Masculino,25 a 29,0
MA,Brejo de Areia,Masculino,30 a 39,-1
MA,Brejo de Areia,Masculino,40 a 49,-1
MA,Brejo de Areia,Masculino,50 a 64,0
MA,Brejo de Areia,Masculino,65 ou mais,0
MA,Brejo de Areia,Masculino,Total,-2
MA,Brejo de Areia,Feminino,Até 17,0
MA,Brejo de Areia,Feminino,18 a 24,0
MA,Brejo de Areia,Feminino,25 a 29,0
MA,Brejo de Areia,Feminino,30 a 39,0
MA,Brejo de Areia,Feminino,40 a 49,0
MA,Brejo de Areia,Feminino,50 a 64,0
MA,Brejo de Areia,Feminino,65 ou mais,0
MA,Brejo de Areia,Feminino,Total,0
MA,Brejo de Areia,Total,Até 17,0
MA,Brejo de Areia,Total,18 a 24,0
MA,Brejo de Areia,Total,25 a 29,0
MA,Brejo de Areia,Total,30 a 39,-1
MA,Brejo de Areia,Total,40 a 49,-1
MA,Brejo de Areia,Total,50 a 64,0
MA,Brejo de Areia,Total,65 ou mais,0
MA,Brejo de Areia,Total,Total,-2
MA,Buriti,Masculino,Até 17,0
MA,Buriti,Masculino,18 a 24,0
MA,Buriti,Masculino,25 a 29,0
MA,Buriti,Masculino,30 a 39,-15
MA,Buriti,Masculino,40 a 49,-7
MA,Buriti,Masculino,50 a 64,-5
MA,Buriti,Masculino,65 ou mais,0
MA,Buriti,Masculino,Total,-27
MA,Buriti,Feminino,Até 17,0
MA,Buriti,Feminino,18 a 24,2
MA,Buriti,Feminino,25 a 29,-1
MA,Buriti,Feminino,30 a 39,-1
MA,Buriti,Feminino,40 a 49,0
MA,Buriti,Feminino,50 a 64,0
MA,Buriti,Feminino,65 ou mais,0
MA,Buriti,Feminino,Total,0
MA,Buriti,Total,Até 17,0
MA,Buriti,Total,18 a 24,2
MA,Buriti,Total,25 a 29,-1
MA,Buriti,Total,30 a 39,-16
MA,Buriti,Total,40 a 49,-7
MA,Buriti,Total,50 a 64,-5
MA,Buriti,Total,65 ou mais,0
MA,Buriti,Total,Total,-27
MA,Buriti Bravo,Masculino,Até 17,0
MA,Buriti Bravo,Masculino,18 a 24,17
MA,Buriti Bravo,Masculino,25 a 29,19
MA,Buriti Bravo,Masculino,30 a 39,21
MA,Buriti Bravo,Masculino,40 a 49,-2
MA,Buriti Bravo,Masculino,50 a 64,-1
MA,Buriti Bravo,Masculino,65 ou mais,-1
MA,Buriti Bravo,Masculino,Total,53
MA,Buriti Bravo,Feminino,Até 17,0
MA,Buriti Bravo,Feminino,18 a 24,0
MA,Buriti Bravo,Feminino,25 a 29,-1
MA,Buriti Bravo,Feminino,30 a 39,1
MA,Buriti Bravo,Feminino,40 a 49,1
MA,Buriti Bravo,Feminino,50 a 64,-1
MA,Buriti Bravo,Feminino,65 ou mais,0
MA,Buriti Bravo,Feminino,Total,0
MA,Buriti Bravo,Total,Até 17,0
MA,Buriti Bravo,Total,18 a 24,17
MA,Buriti Bravo,Total,25 a 29,18
MA,Buriti Bravo,Total,30 a 39,22
MA,Buriti Bravo,Total,40 a 49,-1
MA,Buriti Bravo,Total,50 a 64,-2
MA,Buriti Bravo,Total,65 ou mais,-1
MA,Buriti Bravo,Total,Total,53
MA,Buriticupu,Masculino,Até 17,-1
MA,Buriticupu,Masculino,18 a 24,27
MA,Buriticupu,Masculino,25 a 29,-2
MA,Buriticupu,Masculino,30 a 39,-16
MA,Buriticupu,Masculino,40 a 49,-3
MA,Buriticupu,Masculino,50 a 64,-9
MA,Buriticupu,Masculino,65 ou mais,1
MA,Buriticupu,Masculino,Total,-3
MA,Buriticupu,Feminino,Até 17,0
MA,Buriticupu,Feminino,18 a 24,45
MA,Buriticupu,Feminino,25 a 29,7
MA,Buriticupu,Feminino,30 a 39,-5
MA,Buriticupu,Feminino,40 a 49,-6
MA,Buriticupu,Feminino,50 a 64,1
MA,Buriticupu,Feminino,65 ou mais,0
MA,Buriticupu,Feminino,Total,42
MA,Buriticupu,Total,Até 17,-1
MA,Buriticupu,Total,18 a 24,72
MA,Buriticupu,Total,25 a 29,5
MA,Buriticupu,Total,30 a 39,-21
MA,Buriticupu,Total,40 a 49,-9
MA,Buriticupu,Total,50 a 64,-8
MA,Buriticupu,Total,65 ou mais,1
MA,Buriticupu,Total,Total,39
MA,Buritirana,Masculino,Até 17,0
MA,Buritirana,Masculino,18 a 24,-1
MA,Buritirana,Masculino,25 a 29,3
MA,Buritirana,Masculino,30 a 39,0
MA,Buritirana,Masculino,40 a 49,-1
MA,Buritirana,Masculino,50 a 64,-1
MA,Buritirana,Masculino,65 ou mais,0
MA,Buritirana,Masculino,Total,0
MA,Buritirana,Feminino,Até 17,0
MA,Buritirana,Feminino,18 a 24,1
MA,Buritirana,Feminino,25 a 29,1
MA,Buritirana,Feminino,30 a 39,-1
MA,Buritirana,Feminino,40 a 49,0
MA,Buritirana,Feminino,50 a 64,0
MA,Buritirana,Feminino,65 ou mais,0
MA,Buritirana,Feminino,Total,1
MA,Buritirana,Total,Até 17,0
MA,Buritirana,Total,18 a 24,0
MA,Buritirana,Total,25 a 29,4
MA,Buritirana,Total,30 a 39,-1
MA,Buritirana,Total,40 a 49,-1
MA,Buritirana,Total,50 a 64,-1
MA,Buritirana,Total,65 ou mais,0
MA,Buritirana,Total,Total,1
MA,Cachoeira Grande,Masculino,Até 17,0
MA,Cachoeira Grande,Masculino,18 a 24,0
MA,Cachoeira Grande,Masculino,25 a 29,1
MA,Cachoeira Grande,Masculino,30 a 39,1
MA,Cachoeira Grande,Masculino,40 a 49,6
MA,Cachoeira Grande,Masculino,50 a 64,0
MA,Cachoeira Grande,Masculino,65 ou mais,0
MA,Cachoeira Grande,Masculino,Total,8
MA,Cachoeira Grande,Feminino,Até 17,0
MA,Cachoeira Grande,Feminino,18 a 24,0
MA,Cachoeira Grande,Feminino,25 a 29,0
MA,Cachoeira Grande,Feminino,30 a 39,0
MA,Cachoeira Grande,Feminino,40 a 49,0
MA,Cachoeira Grande,Feminino,50 a 64,0
MA,Cachoeira Grande,Feminino,65 ou mais,0
MA,Cachoeira Grande,Feminino,Total,0
MA,Cachoeira Grande,Total,Até 17,0
MA,Cachoeira Grande,Total,18 a 24,0
MA,Cachoeira Grande,Total,25 a 29,1
MA,Cachoeira Grande,Total,30 a 39,1
MA,Cachoeira Grande,Total,40 a 49,6
MA,Cachoeira Grande,Total,50 a 64,0
MA,Cachoeira Grande,Total,65 ou mais,0
MA,Cachoeira Grande,Total,Total,8
MA,Cajari,Masculino,Até 17,0
MA,Cajari,Masculino,18 a 24,-1
MA,Cajari,Masculino,25 a 29,-1
MA,Cajari,Masculino,30 a 39,1
MA,Cajari,Masculino,40 a 49,0
MA,Cajari,Masculino,50 a 64,-1
MA,Cajari,Masculino,65 ou mais,0
MA,Cajari,Masculino,Total,-2
MA,Cajari,Feminino,Até 17,0
MA,Cajari,Feminino,18 a 24,0
MA,Cajari,Feminino,25 a 29,-1
MA,Cajari,Feminino,30 a 39,0
MA,Cajari,Feminino,40 a 49,0
MA,Cajari,Feminino,50 a 64,0
MA,Cajari,Feminino,65 ou mais,0
MA,Cajari,Feminino,Total,-1
MA,Cajari,Total,Até 17,0
MA,Cajari,Total,18 a 24,-1
MA,Cajari,Total,25 a 29,-2
MA,Cajari,Total,30 a 39,1
MA,Cajari,Total,40 a 49,0
MA,Cajari,Total,50 a 64,-1
MA,Cajari,Total,65 ou mais,0
MA,Cajari,Total,Total,-3
MA,Campestre do Maranhao,Masculino,Até 17,6
MA,Campestre do Maranhao,Masculino,18 a 24,30
MA,Campestre do Maranhao,Masculino,25 a 29,15
MA,Campestre do Maranhao,Masculino,30 a 39,-8
MA,Campestre do Maranhao,Masculino,40 a 49,1
MA,Campestre do Maranhao,Masculino,50 a 64,-9
MA,Campestre do Maranhao,Masculino,65 ou mais,0
MA,Campestre do Maranhao,Masculino,Total,35
MA,Campestre do Maranhao,Feminino,Até 17,2
MA,Campestre do Maranhao,Feminino,18 a 24,5
MA,Campestre do Maranhao,Feminino,25 a 29,-9
MA,Campestre do Maranhao,Feminino,30 a 39,-2
MA,Campestre do Maranhao,Feminino,40 a 49,-1
MA,Campestre do Maranhao,Feminino,50 a 64,-1
MA,Campestre do Maranhao,Feminino,65 ou mais,0
MA,Campestre do Maranhao,Feminino,Total,-6
MA,Campestre do Maranhao,Total,Até 17,8
MA,Campestre do Maranhao,Total,18 a 24,35
MA,Campestre do Maranhao,Total,25 a 29,6
MA,Campestre do Maranhao,Total,30 a 39,-10
MA,Campestre do Maranhao,Total,40 a 49,0
MA,Campestre do Maranhao,Total,50 a 64,-10
MA,Campestre do Maranhao,Total,65 ou mais,0
MA,Campestre do Maranhao,Total,Total,29
MA,Candido Mendes,Masculino,Até 17,0
MA,Candido Mendes,Masculino,18 a 24,6
MA,Candido Mendes,Masculino,25 a 29,8
MA,Candido Mendes,Masculino,30 a 39,1
MA,Candido Mendes,Masculino,40 a 49,4
MA,Candido Mendes,Masculino,50 a 64,-3
MA,Candido Mendes,Masculino,65 ou mais,0
MA,Candido Mendes,Masculino,Total,16
MA,Candido Mendes,Feminino,Até 17,-1
MA,Candido Mendes,Feminino,18 a 24,3
MA,Candido Mendes,Feminino,25 a 29,0
MA,Candido Mendes,Feminino,30 a 39,0
MA,Candido Mendes,Feminino,40 a 49,0
MA,Candido Mendes,Feminino,50 a 64,0
MA,Candido Mendes,Feminino,65 ou mais,0
MA,Candido Mendes,Feminino,Total,2
MA,Candido Mendes,Total,Até 17,-1
MA,Candido Mendes,Total,18 a 24,9
MA,Candido Mendes,Total,25 a 29,8
MA,Candido Mendes,Total,30 a 39,1
MA,Candido Mendes,Total,40 a 49,4
MA,Candido Mendes,Total,50 a 64,-3
MA,Candido Mendes,Total,65 ou mais,0
MA,Candido Mendes,Total,Total,18
MA,Cantanhede,Masculino,Até 17,0
MA,Cantanhede,Masculino,18 a 24,3
MA,Cantanhede,Masculino,25 a 29,-4
MA,Cantanhede,Masculino,30 a 39,-1
MA,Cantanhede,Masculino,40 a 49,-4
MA,Cantanhede,Masculino,50 a 64,-1
MA,Cantanhede,Masculino,65 ou mais,0
MA,Cantanhede,Masculino,Total,-7
MA,Cantanhede,Feminino,Até 17,0
MA,Cantanhede,Feminino,18 a 24,0
MA,Cantanhede,Feminino,25 a 29,1
MA,Cantanhede,Feminino,30 a 39,3
MA,Cantanhede,Feminino,40 a 49,2
MA,Cantanhede,Feminino,50 a 64,-2
MA,Cantanhede,Feminino,65 ou mais,0
MA,Cantanhede,Feminino,Total,4
MA,Cantanhede,Total,Até 17,0
MA,Cantanhede,Total,18 a 24,3
MA,Cantanhede,Total,25 a 29,-3
MA,Cantanhede,Total,30 a 39,2
MA,Cantanhede,Total,40 a 49,-2
MA,Cantanhede,Total,50 a 64,-3
MA,Cantanhede,Total,65 ou mais,0
MA,Cantanhede,Total,Total,-3
MA,Capinzal do Norte,Masculino,Até 17,0
MA,Capinzal do Norte,Masculino,18 a 24,3
MA,Capinzal do Norte,Masculino,25 a 29,-3
MA,Capinzal do Norte,Masculino,30 a 39,5
MA,Capinzal do Norte,Masculino,40 a 49,4
MA,Capinzal do Norte,Masculino,50 a 64,-5
MA,Capinzal do Norte,Masculino,65 ou mais,-1
MA,Capinzal do Norte,Masculino,Total,3
MA,Capinzal do Norte,Feminino,Até 17,0
MA,Capinzal do Norte,Feminino,18 a 24,0
MA,Capinzal do Norte,Feminino,25 a 29,0
MA,Capinzal do Norte,Feminino,30 a 39,1
MA,Capinzal do Norte,Feminino,40 a 49,0
MA,Capinzal do Norte,Feminino,50 a 64,0
MA,Capinzal do Norte,Feminino,65 ou mais,0
MA,Capinzal do Norte,Feminino,Total,1
MA,Capinzal do Norte,Total,Até 17,0
MA,Capinzal do Norte,Total,18 a 24,3
MA,Capinzal do Norte,Total,25 a 29,-3
MA,Capinzal do Norte,Total,30 a 39,6
MA,Capinzal do Norte,Total,40 a 49,4
MA,Capinzal do Norte,Total,50 a 64,-5
MA,Capinzal do Norte,Total,65 ou mais,-1
MA,Capinzal do Norte,Total,Total,4
MA,Carolina,Masculino,Até 17,1
MA,Carolina,Masculino,18 a 24,40
MA,Carolina,Masculino,25 a 29,13
MA,Carolina,Masculino,30 a 39,-6
MA,Carolina,Masculino,40 a 49,-6
MA,Carolina,Masculino,50 a 64,-4
MA,Carolina,Masculino,65 ou mais,-5
MA,Carolina,Masculino,Total,33
MA,Carolina,Feminino,Até 17,0
MA,Carolina,Feminino,18 a 24,19
MA,Carolina,Feminino,25 a 29,-6
MA,Carolina,Feminino,30 a 39,3
MA,Carolina,Feminino,40 a 49,-11
MA,Carolina,Feminino,50 a 64,-4
MA,Carolina,Feminino,65 ou mais,0
MA,Carolina,Feminino,Total,1
MA,Carolina,Total,Até 17,1
MA,Carolina,Total,18 a 24,59
MA,Carolina,Total,25 a 29,7
MA,Carolina,Total,30 a 39,-3
MA,Carolina,Total,40 a 49,-17
MA,Carolina,Total,50 a 64,-8
MA,Carolina,Total,65 ou mais,-5
MA,Carolina,Total,Total,34
MA,Carutapera,Masculino,Até 17,1
MA,Carutapera,Masculino,18 a 24,12
MA,Carutapera,Masculino,25 a 29,6
MA,Carutapera,Masculino,30 a 39,0
MA,Carutapera,Masculino,40 a 49,7
MA,Carutapera,Masculino,50 a 64,-2
MA,Carutapera,Masculino,65 ou mais,-1
MA,Carutapera,Masculino,Total,23
MA,Carutapera,Feminino,Até 17,0
MA,Carutapera,Feminino,18 a 24,-1
MA,Carutapera,Feminino,25 a 29,2
MA,Carutapera,Feminino,30 a 39,-3
MA,Carutapera,Feminino,40 a 49,-1
MA,Carutapera,Feminino,50 a 64,0
MA,Carutapera,Feminino,65 ou mais,0
MA,Carutapera,Feminino,Total,-3
MA,Carutapera,Total,Até 17,1
MA,Carutapera,Total,18 a 24,11
MA,Carutapera,Total,25 a 29,8
MA,Carutapera,Total,30 a 39,-3
MA,Carutapera,Total,40 a 49,6
MA,Carutapera,Total,50 a 64,-2
MA,Carutapera,Total,65 ou mais,-1
MA,Carutapera,Total,Total,20
