Estado,Município,Sexo,Faixa Etária,Saldo
RN,Santa Cruz,Masculino,Total,13
RN,Santa Cruz,Feminino,Até 17,1
RN,Santa Cruz,Feminino,18 a 24,35
RN,Santa Cruz,Feminino,25 a 29,13
RN,Santa Cruz,Feminino,30 a 39,9
RN,Santa Cruz,Feminino,40 a 49,-5
RN,Santa Cruz,Feminino,50 a 64,-2
RN,Santa Cruz,Feminino,65 ou mais,-1
RN,Santa Cruz,Feminino,Total,50
RN,Santa Cruz,Total,Até 17,2
RN,Santa Cruz,Total,18 a 24,62
RN,Santa Cruz,Total,25 a 29,4
RN,Santa Cruz,Total,30 a 39,3
RN,Santa Cruz,Total,40 a 49,8
RN,Santa Cruz,Total,50 a 64,-12
RN,Santa Cruz,Total,65 ou mais,-4
RN,Santa Cruz,Total,Total,63
RN,Santana do Matos,Masculino,Até 17,0
RN,Santana do Matos,Masculino,18 a 24,4
RN,Santana do Matos,Masculino,25 a 29,3
RN,Santana do Matos,Masculino,30 a 39,-1
RN,Santana do Matos,Masculino,40 a 49,-2
RN,Santana do Matos,Masculino,50 a 64,1
RN,Santana do Matos,Masculino,65 ou mais,0
RN,Santana do Matos,Masculino,Total,5
RN,Santana do Matos,Feminino,Até 17,0
RN,Santana do Matos,Feminino,18 a 24,2
RN,Santana do Matos,Feminino,25 a 29,2
RN,Santana do Matos,Feminino,30 a 39,-2
RN,Santana do Matos,Feminino,40 a 49,2
RN,Santana do Matos,Feminino,50 a 64,0
RN,Santana do Matos,Feminino,65 ou mais,0
RN,Santana do Matos,Feminino,Total,4
RN,Santana do Matos,Total,Até 17,0
RN,Santana do Matos,Total,18 a 24,6
RN,Santana do Matos,Total,25 a 29,5
RN,Santana do Matos,Total,30 a 39,-3
RN,Santana do Matos,Total,40 a 49,0
RN,Santana do Matos,Total,50 a 64,1
RN,Santana do Matos,Total,65 ou mais,0
RN,Santana do Matos,Total,Total,9
RN,Santana do Serido,Masculino,Até 17,0
RN,Santana do Serido,Masculino,18 a 24,3
RN,Santana do Serido,Masculino,25 a 29,4
RN,Santana do Serido,Masculino,30 a 39,0
RN,Santana do Serido,Masculino,40 a 49,-6
RN,Santana do Serido,Masculino,50 a 64,-1
RN,Santana do Serido,Masculino,65 ou mais,0
RN,Santana do Serido,Masculino,Total,0
RN,Santana do Serido,Feminino,Até 17,0
RN,Santana do Serido,Feminino,18 a 24,-3
RN,Santana do Serido,Feminino,25 a 29,-4
RN,Santana do Serido,Feminino,30 a 39,-9
RN,Santana do Serido,Feminino,40 a 49,-2
RN,Santana do Serido,Feminino,50 a 64,0
RN,Santana do Serido,Feminino,65 ou mais,0
RN,Santana do Serido,Feminino,Total,-18
RN,Santana do Serido,Total,Até 17,0
RN,Santana do Serido,Total,18 a 24,0
RN,Santana do Serido,Total,25 a 29,0
RN,Santana do Serido,Total,30 a 39,-9
RN,Santana do Serido,Total,40 a 49,-8
RN,Santana do Serido,Total,50 a 64,-1
RN,Santana do Serido,Total,65 ou mais,0
RN,Santana do Serido,Total,Total,-18
RN,Santo Antonio,Masculino,Até 17,0
RN,Santo Antonio,Masculino,18 a 24,18
RN,Santo Antonio,Masculino,25 a 29,-3
RN,Santo Antonio,Masculino,30 a 39,4
RN,Santo Antonio,Masculino,40 a 49,-2
RN,Santo Antonio,Masculino,50 a 64,-2
RN,Santo Antonio,Masculino,65 ou mais,0
RN,Santo Antonio,Masculino,Total,15
RN,Santo Antonio,Feminino,Até 17,0
RN,Santo Antonio,Feminino,18 a 24,18
RN,Santo Antonio,Feminino,25 a 29,4
RN,Santo Antonio,Feminino,30 a 39,3
RN,Santo Antonio,Feminino,40 a 49,4
RN,Santo Antonio,Feminino,50 a 64,-3
RN,Santo Antonio,Feminino,65 ou mais,0
RN,Santo Antonio,Feminino,Total,26
RN,Santo Antonio,Total,Até 17,0
RN,Santo Antonio,Total,18 a 24,36
RN,Santo Antonio,Total,25 a 29,1
RN,Santo Antonio,Total,30 a 39,7
RN,Santo Antonio,Total,40 a 49,2
RN,Santo Antonio,Total,50 a 64,-5
RN,Santo Antonio,Total,65 ou mais,0
RN,Santo Antonio,Total,Total,41
RN,Sao Bento do Norte,Masculino,Até 17,0
RN,Sao Bento do Norte,Masculino,18 a 24,6
RN,Sao Bento do Norte,Masculino,25 a 29,15
RN,Sao Bento do Norte,Masculino,30 a 39,40
RN,Sao Bento do Norte,Masculino,40 a 49,18
RN,Sao Bento do Norte,Masculino,50 a 64,0
RN,Sao Bento do Norte,Masculino,65 ou mais,0
RN,Sao Bento do Norte,Masculino,Total,79
RN,Sao Bento do Norte,Feminino,Até 17,0
RN,Sao Bento do Norte,Feminino,18 a 24,-1
RN,Sao Bento do Norte,Feminino,25 a 29,1
RN,Sao Bento do Norte,Feminino,30 a 39,3
RN,Sao Bento do Norte,Feminino,40 a 49,1
RN,Sao Bento do Norte,Feminino,50 a 64,-3
RN,Sao Bento do Norte,Feminino,65 ou mais,1
RN,Sao Bento do Norte,Feminino,Total,2
RN,Sao Bento do Norte,Total,Até 17,0
RN,Sao Bento do Norte,Total,18 a 24,5
RN,Sao Bento do Norte,Total,25 a 29,16
RN,Sao Bento do Norte,Total,30 a 39,43
RN,Sao Bento do Norte,Total,40 a 49,19
RN,Sao Bento do Norte,Total,50 a 64,-3
RN,Sao Bento do Norte,Total,65 ou mais,1
RN,Sao Bento do Norte,Total,Total,81
RN,Sao Bento do Trairi,Masculino,Até 17,0
RN,Sao Bento do Trairi,Masculino,18 a 24,2
RN,Sao Bento do Trairi,Masculino,25 a 29,0
RN,Sao Bento do Trairi,Masculino,30 a 39,-1
RN,Sao Bento do Trairi,Masculino,40 a 49,1
RN,Sao Bento do Trairi,Masculino,50 a 64,0
RN,Sao Bento do Trairi,Masculino,65 ou mais,0
RN,Sao Bento do Trairi,Masculino,Total,2
RN,Sao Bento do Trairi,Feminino,Até 17,0
RN,Sao Bento do Trairi,Feminino,18 a 24,0
RN,Sao Bento do Trairi,Feminino,25 a 29,1
RN,Sao Bento do Trairi,Feminino,30 a 39,0
RN,Sao Bento do Trairi,Feminino,40 a 49,0
RN,Sao Bento do Trairi,Feminino,50 a 64,0
RN,Sao Bento do Trairi,Feminino,65 ou mais,0
RN,Sao Bento do Trairi,Feminino,Total,1
RN,Sao Bento do Trairi,Total,Até 17,0
RN,Sao Bento do Trairi,Total,18 a 24,2
RN,Sao Bento do Trairi,Total,25 a 29,1
RN,Sao Bento do Trairi,Total,30 a 39,-1
RN,Sao Bento do Trairi,Total,40 a 49,1
RN,Sao Bento do Trairi,Total,50 a 64,0
RN,Sao Bento do Trairi,Total,65 ou mais,0
RN,Sao Bento do Trairi,Total,Total,3
RN,Sao Fernando,Masculino,Até 17,0
RN,Sao Fernando,Masculino,18 a 24,2
RN,Sao Fernando,Masculino,25 a 29,0
RN,Sao Fernando,Masculino,30 a 39,2
RN,Sao Fernando,Masculino,40 a 49,-4
RN,Sao Fernando,Masculino,50 a 64,-4
RN,Sao Fernando,Masculino,65 ou mais,0
RN,Sao Fernando,Masculino,Total,-4
RN,Sao Fernando,Feminino,Até 17,0
RN,Sao Fernando,Feminino,18 a 24,2
RN,Sao Fernando,Feminino,25 a 29,2
RN,Sao Fernando,Feminino,30 a 39,5
RN,Sao Fernando,Feminino,40 a 49,4
RN,Sao Fernando,Feminino,50 a 64,-1
RN,Sao Fernando,Feminino,65 ou mais,0
RN,Sao Fernando,Feminino,Total,12
RN,Sao Fernando,Total,Até 17,0
RN,Sao Fernando,Total,18 a 24,4
RN,Sao Fernando,Total,25 a 29,2
RN,Sao Fernando,Total,30 a 39,7
RN,Sao Fernando,Total,40 a 49,0
RN,Sao Fernando,Total,50 a 64,-5
RN,Sao Fernando,Total,65 ou mais,0
RN,Sao Fernando,Total,Total,8
RN,Sao Francisco do Oeste,Masculino,Até 17,0
RN,Sao Francisco do Oeste,Masculino,18 a 24,1
RN,Sao Francisco do Oeste,Masculino,25 a 29,0
RN,Sao Francisco do Oeste,Masculino,30 a 39,-1
RN,Sao Francisco do Oeste,Masculino,40 a 49,-1
RN,Sao Francisco do Oeste,Masculino,50 a 64,-1
RN,Sao Francisco do Oeste,Masculino,65 ou mais,-1
RN,Sao Francisco do Oeste,Masculino,Total,-3
RN,Sao Francisco do Oeste,Feminino,Até 17,0
RN,Sao Francisco do Oeste,Feminino,18 a 24,2
RN,Sao Francisco do Oeste,Feminino,25 a 29,1
RN,Sao Francisco do Oeste,Feminino,30 a 39,1
RN,Sao Francisco do Oeste,Feminino,40 a 49,1
RN,Sao Francisco do Oeste,Feminino,50 a 64,-1
RN,Sao Francisco do Oeste,Feminino,65 ou mais,0
RN,Sao Francisco do Oeste,Feminino,Total,4
RN,Sao Francisco do Oeste,Total,Até 17,0
RN,Sao Francisco do Oeste,Total,18 a 24,3
RN,Sao Francisco do Oeste,Total,25 a 29,1
RN,Sao Francisco do Oeste,Total,30 a 39,0
RN,Sao Francisco do Oeste,Total,40 a 49,0
RN,Sao Francisco do Oeste,Total,50 a 64,-2
RN,Sao Francisco do Oeste,Total,65 ou mais,-1
RN,Sao Francisco do Oeste,Total,Total,1
RN,Sao Goncalo do Amarante,Masculino,Até 17,4
RN,Sao Goncalo do Amarante,Masculino,18 a 24,109
RN,Sao Goncalo do Amarante,Masculino,25 a 29,-1
RN,Sao Goncalo do Amarante,Masculino,30 a 39,-85
RN,Sao Goncalo do Amarante,Masculino,40 a 49,-106
RN,Sao Goncalo do Amarante,Masculino,50 a 64,-128
RN,Sao Goncalo do Amarante,Masculino,65 ou mais,-11
RN,Sao Goncalo do Amarante,Masculino,Total,-218
RN,Sao Goncalo do Amarante,Feminino,Até 17,9
RN,Sao Goncalo do Amarante,Feminino,18 a 24,35
RN,Sao Goncalo do Amarante,Feminino,25 a 29,7
RN,Sao Goncalo do Amarante,Feminino,30 a 39,-65
RN,Sao Goncalo do Amarante,Feminino,40 a 49,-32
RN,Sao Goncalo do Amarante,Feminino,50 a 64,-25
RN,Sao Goncalo do Amarante,Feminino,65 ou mais,-1
RN,Sao Goncalo do Amarante,Feminino,Total,-72
RN,Sao Goncalo do Amarante,Total,Até 17,13
RN,Sao Goncalo do Amarante,Total,18 a 24,144
RN,Sao Goncalo do Amarante,Total,25 a 29,6
RN,Sao Goncalo do Amarante,Total,30 a 39,-150
RN,Sao Goncalo do Amarante,Total,40 a 49,-138
RN,Sao Goncalo do Amarante,Total,50 a 64,-153
RN,Sao Goncalo do Amarante,Total,65 ou mais,-12
RN,Sao Goncalo do Amarante,Total,Total,-290
RN,Sao Joao do Sabugi,Masculino,Até 17,0
RN,Sao Joao do Sabugi,Masculino,18 a 24,1
RN,Sao Joao do Sabugi,Masculino,25 a 29,-1
RN,Sao Joao do Sabugi,Masculino,30 a 39,1
RN,Sao Joao do Sabugi,Masculino,40 a 49,-2
RN,Sao Joao do Sabugi,Masculino,50 a 64,0
RN,Sao Joao do Sabugi,Masculino,65 ou mais,0
RN,Sao Joao do Sabugi,Masculino,Total,-1
RN,Sao Joao do Sabugi,Feminino,Até 17,0
RN,Sao Joao do Sabugi,Feminino,18 a 24,-4
RN,Sao Joao do Sabugi,Feminino,25 a 29,1
RN,Sao Joao do Sabugi,Feminino,30 a 39,-1
RN,Sao Joao do Sabugi,Feminino,40 a 49,1
RN,Sao Joao do Sabugi,Feminino,50 a 64,0
RN,Sao Joao do Sabugi,Feminino,65 ou mais,0
RN,Sao Joao do Sabugi,Feminino,Total,-3
RN,Sao Joao do Sabugi,Total,Até 17,0
RN,Sao Joao do Sabugi,Total,18 a 24,-3
RN,Sao Joao do Sabugi,Total,25 a 29,0
RN,Sao Joao do Sabugi,Total,30 a 39,0
RN,Sao Joao do Sabugi,Total,40 a 49,-1
RN,Sao Joao do Sabugi,Total,50 a 64,0
RN,Sao Joao do Sabugi,Total,65 ou mais,0
RN,Sao Joao do Sabugi,Total,Total,-4
RN,Sao Jose de Mipibu,Masculino,Até 17,3
RN,Sao Jose de Mipibu,Masculino,18 a 24,68
RN,Sao Jose de Mipibu,Masculino,25 a 29,2
RN,Sao Jose de Mipibu,Masculino,30 a 39,-22
RN,Sao Jose de Mipibu,Masculino,40 a 49,-10
RN,Sao Jose de Mipibu,Masculino,50 a 64,-1
RN,Sao Jose de Mipibu,Masculino,65 ou mais,-2
RN,Sao Jose de Mipibu,Masculino,Total,38
RN,Sao Jose de Mipibu,Feminino,Até 17,3
RN,Sao Jose de Mipibu,Feminino,18 a 24,21
RN,Sao Jose de Mipibu,Feminino,25 a 29,17
RN,Sao Jose de Mipibu,Feminino,30 a 39,21
RN,Sao Jose de Mipibu,Feminino,40 a 49,13
RN,Sao Jose de Mipibu,Feminino,50 a 64,-3
RN,Sao Jose de Mipibu,Feminino,65 ou mais,-1
RN,Sao Jose de Mipibu,Feminino,Total,71
RN,Sao Jose de Mipibu,Total,Até 17,6
RN,Sao Jose de Mipibu,Total,18 a 24,89
RN,Sao Jose de Mipibu,Total,25 a 29,19
RN,Sao Jose de Mipibu,Total,30 a 39,-1
RN,Sao Jose de Mipibu,Total,40 a 49,3
RN,Sao Jose de Mipibu,Total,50 a 64,-4
RN,Sao Jose de Mipibu,Total,65 ou mais,-3
RN,Sao Jose de Mipibu,Total,Total,109
RN,Sao Jose do Campestre,Masculino,Até 17,0
RN,Sao Jose do Campestre,Masculino,18 a 24,-3
RN,Sao Jose do Campestre,Masculino,25 a 29,-1
RN,Sao Jose do Campestre,Masculino,30 a 39,7
RN,Sao Jose do Campestre,Masculino,40 a 49,0
RN,Sao Jose do Campestre,Masculino,50 a 64,0
RN,Sao Jose do Campestre,Masculino,65 ou mais,0
RN,Sao Jose do Campestre,Masculino,Total,3
RN,Sao Jose do Campestre,Feminino,Até 17,0
RN,Sao Jose do Campestre,Feminino,18 a 24,2
RN,Sao Jose do Campestre,Feminino,25 a 29,-1
RN,Sao Jose do Campestre,Feminino,30 a 39,1
RN,Sao Jose do Campestre,Feminino,40 a 49,-1
RN,Sao Jose do Campestre,Feminino,50 a 64,0
RN,Sao Jose do Campestre,Feminino,65 ou mais,0
RN,Sao Jose do Campestre,Feminino,Total,1
RN,Sao Jose do Campestre,Total,Até 17,0
RN,Sao Jose do Campestre,Total,18 a 24,-1
RN,Sao Jose do Campestre,Total,25 a 29,-2
RN,Sao Jose do Campestre,Total,30 a 39,8
RN,Sao Jose do Campestre,Total,40 a 49,-1
RN,Sao Jose do Campestre,Total,50 a 64,0
RN,Sao Jose do Campestre,Total,65 ou mais,0
RN,Sao Jose do Campestre,Total,Total,4
RN,Sao Jose do Serido,Masculino,Até 17,0
RN,Sao Jose do Serido,Masculino,18 a 24,15
RN,Sao Jose do Serido,Masculino,25 a 29,-1
RN,Sao Jose do Serido,Masculino,30 a 39,-16
RN,Sao Jose do Serido,Masculino,40 a 49,-2
RN,Sao Jose do Serido,Masculino,50 a 64,-4
RN,Sao Jose do Serido,Masculino,65 ou mais,0
RN,Sao Jose do Serido,Masculino,Total,-8
RN,Sao Jose do Serido,Feminino,Até 17,0
RN,Sao Jose do Serido,Feminino,18 a 24,8
RN,Sao Jose do Serido,Feminino,25 a 29,3
RN,Sao Jose do Serido,Feminino,30 a 39,1
RN,Sao Jose do Serido,Feminino,40 a 49,1
RN,Sao Jose do Serido,Feminino,50 a 64,-3
RN,Sao Jose do Serido,Feminino,65 ou mais,1
RN,Sao Jose do Serido,Feminino,Total,11
RN,Sao Jose do Serido,Total,Até 17,0
RN,Sao Jose do Serido,Total,18 a 24,23
RN,Sao Jose do Serido,Total,25 a 29,2
RN,Sao Jose do Serido,Total,30 a 39,-15
RN,Sao Jose do Serido,Total,40 a 49,-1
RN,Sao Jose do Serido,Total,50 a 64,-7
RN,Sao Jose do Serido,Total,65 ou mais,1
RN,Sao Jose do Serido,Total,Total,3
RN,Sao Miguel,Masculino,Até 17,0
RN,Sao Miguel,Masculino,18 a 24,6
RN,Sao Miguel,Masculino,25 a 29,-7
RN,Sao Miguel,Masculino,30 a 39,-2
RN,Sao Miguel,Masculino,40 a 49,-10
RN,Sao Miguel,Masculino,50 a 64,-3
RN,Sao Miguel,Masculino,65 ou mais,0
RN,Sao Miguel,Masculino,Total,-16
RN,Sao Miguel,Feminino,Até 17,1
RN,Sao Miguel,Feminino,18 a 24,8
RN,Sao Miguel,Feminino,25 a 29,5
RN,Sao Miguel,Feminino,30 a 39,-2
RN,Sao Miguel,Feminino,40 a 49,2
RN,Sao Miguel,Feminino,50 a 64,0
RN,Sao Miguel,Feminino,65 ou mais,0
RN,Sao Miguel,Feminino,Total,14
RN,Sao Miguel,Total,Até 17,1
RN,Sao Miguel,Total,18 a 24,14
RN,Sao Miguel,Total,25 a 29,-2
RN,Sao Miguel,Total,30 a 39,-4
RN,Sao Miguel,Total,40 a 49,-8
RN,Sao Miguel,Total,50 a 64,-3
RN,Sao Miguel,Total,65 ou mais,0
RN,Sao Miguel,Total,Total,-2
RN,Sao Miguel do Gostoso,Masculino,Até 17,0
RN,Sao Miguel do Gostoso,Masculino,18 a 24,8
RN,Sao Miguel do Gostoso,Masculino,25 a 29,-2
RN,Sao Miguel do Gostoso,Masculino,30 a 39,-3
RN,Sao Miguel do Gostoso,Masculino,40 a 49,-2
RN,Sao Miguel do Gostoso,Masculino,50 a 64,0
RN,Sao Miguel do Gostoso,Masculino,65 ou mais,-1
RN,Sao Miguel do Gostoso,Masculino,Total,0
RN,Sao Miguel do Gostoso,Feminino,Até 17,0
RN,Sao Miguel do Gostoso,Feminino,18 a 24,-1
RN,Sao Miguel do Gostoso,Feminino,25 a 29,-3
RN,Sao Miguel do Gostoso,Feminino,30 a 39,7
RN,Sao Miguel do Gostoso,Feminino,40 a 49,-4
RN,Sao Miguel do Gostoso,Feminino,50 a 64,-1
RN,Sao Miguel do Gostoso,Feminino,65 ou mais,0
RN,Sao Miguel do Gostoso,Feminino,Total,-2
RN,Sao Miguel do Gostoso,Total,Até 17,0
RN,Sao Miguel do Gostoso,Total,18 a 24,7
RN,Sao Miguel do Gostoso,Total,25 a 29,-5
RN,Sao Miguel do Gostoso,Total,30 a 39,4
RN,Sao Miguel do Gostoso,Total,40 a 49,-6
RN,Sao Miguel do Gostoso,Total,50 a 64,-1
RN,Sao Miguel do Gostoso,Total,65 ou mais,-1
RN,Sao Miguel do Gostoso,Total,Total,-2
RN,Sao Paulo do Potengi,Masculino,Até 17,0
RN,Sao Paulo do Potengi,Masculino,18 a 24,11
RN,Sao Paulo do Potengi,Masculino,25 a 29,0
RN,Sao Paulo do Potengi,Masculino,30 a 39,-6
RN,Sao Paulo do Potengi,Masculino,40 a 49,-1
RN,Sao Paulo do Potengi,Masculino,50 a 64,-8
RN,Sao Paulo do Potengi,Masculino,65 ou mais,0
RN,Sao Paulo do Potengi,Masculino,Total,-4
RN,Sao Paulo do Potengi,Feminino,Até 17,0
RN,Sao Paulo do Potengi,Feminino,18 a 24,10
RN,Sao Paulo do Potengi,Feminino,25 a 29,2
RN,Sao Paulo do Potengi,Feminino,30 a 39,4
RN,Sao Paulo do Potengi,Feminino,40 a 49,3
RN,Sao Paulo do Potengi,Feminino,50 a 64,0
RN,Sao Paulo do Potengi,Feminino,65 ou mais,0
RN,Sao Paulo do Potengi,Feminino,Total,19
RN,Sao Paulo do Potengi,Total,Até 17,0
RN,Sao Paulo do Potengi,Total,18 a 24,21
RN,Sao Paulo do Potengi,Total,25 a 29,2
RN,Sao Paulo do Potengi,Total,30 a 39,-2
RN,Sao Paulo do Potengi,Total,40 a 49,2
RN,Sao Paulo do Potengi,Total,50 a 64,-8
RN,Sao Paulo do Potengi,Total,65 ou mais,0
RN,Sao Paulo do Potengi,Total,Total,15
RN,Sao Pedro,Masculino,Até 17,0
RN,Sao Pedro,Masculino,18 a 24,2
RN,Sao Pedro,Masculino,25 a 29,1
RN,Sao Pedro,Masculino,30 a 39,0
RN,Sao Pedro,Masculino,40 a 49,-3
RN,Sao Pedro,Masculino,50 a 64,-2
RN,Sao Pedro,Masculino,65 ou mais,0
RN,Sao Pedro,Masculino,Total,-2
RN,Sao Pedro,Feminino,Até 17,0
RN,Sao Pedro,Feminino,18 a 24,0
RN,Sao Pedro,Feminino,25 a 29,1
RN,Sao Pedro,Feminino,30 a 39,1
RN,Sao Pedro,Feminino,40 a 49,0
RN,Sao Pedro,Feminino,50 a 64,0
RN,Sao Pedro,Feminino,65 ou mais,0
RN,Sao Pedro,Feminino,Total,2
RN,Sao Pedro,Total,Até 17,0
RN,Sao Pedro,Total,18 a 24,2
RN,Sao Pedro,Total,25 a 29,2
RN,Sao Pedro,Total,30 a 39,1
RN,Sao Pedro,Total,40 a 49,-3
RN,Sao Pedro,Total,50 a 64,-2
RN,Sao Pedro,Total,65 ou mais,0
RN,Sao Pedro,Total,Total,0
RN,Sao Rafael,Masculino,Até 17,0
RN,Sao Rafael,Masculino,18 a 24,4
RN,Sao Rafael,Masculino,25 a 29,0
RN,Sao Rafael,Masculino,30 a 39,9
RN,Sao Rafael,Masculino,40 a 49,14
RN,Sao Rafael,Masculino,50 a 64,3
RN,Sao Rafael,Masculino,65 ou mais,0
RN,Sao Rafael,Masculino,Total,30
RN,Sao Rafael,Feminino,Até 17,0
RN,Sao Rafael,Feminino,18 a 24,-1
RN,Sao Rafael,Feminino,25 a 29,2
RN,Sao Rafael,Feminino,30 a 39,5
RN,Sao Rafael,Feminino,40 a 49,1
RN,Sao Rafael,Feminino,50 a 64,0
RN,Sao Rafael,Feminino,65 ou mais,0
RN,Sao Rafael,Feminino,Total,7
RN,Sao Rafael,Total,Até 17,0
RN,Sao Rafael,Total,18 a 24,3
RN,Sao Rafael,Total,25 a 29,2
RN,Sao Rafael,Total,30 a 39,14
RN,Sao Rafael,Total,40 a 49,15
RN,Sao Rafael,Total,50 a 64,3
RN,Sao Rafael,Total,65 ou mais,0
RN,Sao Rafael,Total,Total,37
RN,Sao Tome,Masculino,Até 17,0
RN,Sao Tome,Masculino,18 a 24,-2
RN,Sao Tome,Masculino,25 a 29,-3
RN,Sao Tome,Masculino,30 a 39,-1
RN,Sao Tome,Masculino,40 a 49,-2
RN,Sao Tome,Masculino,50 a 64,0
RN,Sao Tome,Masculino,65 ou mais,0
RN,Sao Tome,Masculino,Total,-8
RN,Sao Tome,Feminino,Até 17,0
RN,Sao Tome,Feminino,18 a 24,1
RN,Sao Tome,Feminino,25 a 29,1
RN,Sao Tome,Feminino,30 a 39,0
RN,Sao Tome,Feminino,40 a 49,-4
RN,Sao Tome,Feminino,50 a 64,1
RN,Sao Tome,Feminino,65 ou mais,0
RN,Sao Tome,Feminino,Total,-1
RN,Sao Tome,Total,Até 17,0
RN,Sao Tome,Total,18 a 24,-1
RN,Sao Tome,Total,25 a 29,-2
RN,Sao Tome,Total,30 a 39,-1
RN,Sao Tome,Total,40 a 49,-6
RN,Sao Tome,Total,50 a 64,1
RN,Sao Tome,Total,65 ou mais,0
RN,Sao Tome,Total,Total,-9
RN,Sao Vicente,Masculino,Até 17,0
RN,Sao Vicente,Masculino,18 a 24,10
RN,Sao Vicente,Masculino,25 a 29,-1
RN,Sao Vicente,Masculino,30 a 39,-7
RN,Sao Vicente,Masculino,40 a 49,1
RN,Sao Vicente,Masculino,50 a 64,-2
RN,Sao Vicente,Masculino,65 ou mais,0
RN,Sao Vicente,Masculino,Total,1
RN,Sao Vicente,Feminino,Até 17,0
RN,Sao Vicente,Feminino,18 a 24,4
RN,Sao Vicente,Feminino,25 a 29,-3
RN,Sao Vicente,Feminino,30 a 39,-3
RN,Sao Vicente,Feminino,40 a 49,0
RN,Sao Vicente,Feminino,50 a 64,1
RN,Sao Vicente,Feminino,65 ou mais,-1
RN,Sao Vicente,Feminino,Total,-2
RN,Sao Vicente,Total,Até 17,0
RN,Sao Vicente,Total,18 a 24,14
RN,Sao Vicente,Total,25 a 29,-4
RN,Sao Vicente,Total,30 a 39,-10
RN,Sao Vicente,Total,40 a 49,1
RN,Sao Vicente,Total,50 a 64,-1
RN,Sao Vicente,Total,65 ou mais,-1
RN,Sao Vicente,Total,Total,-1
RN,Senador Eloi de Souza,Masculino,Até 17,0
RN,Senador Eloi de Souza,Masculino,18 a 24,0
RN,Senador Eloi de Souza,Masculino,25 a 29,1
RN,Senador Eloi de Souza,Masculino,30 a 39,0
RN,Senador Eloi de Souza,Masculino,40 a 49,2
RN,Senador Eloi de Souza,Masculino,50 a 64,-1
RN,Senador Eloi de Souza,Masculino,65 ou mais,0
RN,Senador Eloi de Souza,Masculino,Total,2
RN,Senador Eloi de Souza,Feminino,Até 17,0
RN,Senador Eloi de Souza,Feminino,18 a 24,1
RN,Senador Eloi de Souza,Feminino,25 a 29,0
RN,Senador Eloi de Souza,Feminino,30 a 39,0
RN,Senador Eloi de Souza,Feminino,40 a 49,-2
RN,Senador Eloi de Souza,Feminino,50 a 64,0
RN,Senador Eloi de Souza,Feminino,65 ou mais,0
RN,Senador Eloi de Souza,Feminino,Total,-1
RN,Senador Eloi de Souza,Total,Até 17,0
RN,Senador Eloi de Souza,Total,18 a 24,1
RN,Senador Eloi de Souza,Total,25 a 29,1
RN,Senador Eloi de Souza,Total,30 a 39,0
RN,Senador Eloi de Souza,Total,40 a 49,0
RN,Senador Eloi de Souza,Total,50 a 64,-1
RN,Senador Eloi de Souza,Total,65 ou mais,0
RN,Senador Eloi de Souza,Total,Total,1
RN,Senador Georgino Avelino,Masculino,Até 17,0
RN,Senador Georgino Avelino,Masculino,18 a 24,5
RN,Senador Georgino Avelino,Masculino,25 a 29,1
RN,Senador Georgino Avelino,Masculino,30 a 39,7
RN,Senador Georgino Avelino,Masculino,40 a 49,5
RN,Senador Georgino Avelino,Masculino,50 a 64,2
RN,Senador Georgino Avelino,Masculino,65 ou mais,-1
RN,Senador Georgino Avelino,Masculino,Total,19
RN,Senador Georgino Avelino,Feminino,Até 17,0
RN,Senador Georgino Avelino,Feminino,18 a 24,0
RN,Senador Georgino Avelino,Feminino,25 a 29,0
RN,Senador Georgino Avelino,Feminino,30 a 39,-1
RN,Senador Georgino Avelino,Feminino,40 a 49,0
RN,Senador Georgino Avelino,Feminino,50 a 64,0
RN,Senador Georgino Avelino,Feminino,65 ou mais,0
RN,Senador Georgino Avelino,Feminino,Total,-1
RN,Senador Georgino Avelino,Total,Até 17,0
RN,Senador Georgino Avelino,Total,18 a 24,5
RN,Senador Georgino Avelino,Total,25 a 29,1
RN,Senador Georgino Avelino,Total,30 a 39,6
RN,Senador Georgino Avelino,Total,40 a 49,5
RN,Senador Georgino Avelino,Total,50 a 64,2
RN,Senador Georgino Avelino,Total,65 ou mais,-1
RN,Senador Georgino Avelino,Total,Total,18
RN,Serra de Sao Bento,Masculino,Até 17,0
RN,Serra de Sao Bento,Masculino,18 a 24,3
RN,Serra de Sao Bento,Masculino,25 a 29,1
RN,Serra de Sao Bento,Masculino,30 a 39,-6
RN,Serra de Sao Bento,Masculino,40 a 49,2
RN,Serra de Sao Bento,Masculino,50 a 64,0
RN,Serra de Sao Bento,Masculino,65 ou mais,0
RN,Serra de Sao Bento,Masculino,Total,0
RN,Serra de Sao Bento,Feminino,Até 17,0
RN,Serra de Sao Bento,Feminino,18 a 24,2
RN,Serra de Sao Bento,Feminino,25 a 29,0
RN,Serra de Sao Bento,Feminino,30 a 39,1
RN,Serra de Sao Bento,Feminino,40 a 49,0
RN,Serra de Sao Bento,Feminino,50 a 64,0
RN,Serra de Sao Bento,Feminino,65 ou mais,0
RN,Serra de Sao Bento,Feminino,Total,3
RN,Serra de Sao Bento,Total,Até 17,0
RN,Serra de Sao Bento,Total,18 a 24,5
RN,Serra de Sao Bento,Total,25 a 29,1
RN,Serra de Sao Bento,Total,30 a 39,-5
RN,Serra de Sao Bento,Total,40 a 49,2
RN,Serra de Sao Bento,Total,50 a 64,0
